x,y,color,Model Size,Training FLOP,hex_color,loss
154.03592,140.63364,#faebdd,6795600349.289497,9.993852799709755e+18,#faebdd,5.005581996196243
151.60375,175.51709,#f8d1b8,2979521172.1967993,9.227541223049181e+18,#f8d1b8,4.665232074214
153.29233,180.65761,#f47a54,2638630840.924473,9.753046550244106e+18,#f47a54,3.7655629197937
152.88216,186.78615,#f47d57,2282804341.3355317,9.62270802690676e+18,#f47d57,3.793872243318985
153.35068,192.24076,#ed503e,2006673381.123053,9.77173114380632e+18,#ed503e,3.446995430227908
151.13178,198.50415,#eb483e,1730543416.124146,9.08578900048968e+18,#eb483e,3.395737776160633
223.29648,175.51709,#931c5b,2979521172.1967993,9.691016918183068e+19,#931c5b,2.628284835801397
223.74805,180.65761,#8c1d5b,2638630840.924473,9.8356280085446e+19,#8c1d5b,2.585322489772079
223.30214,192.24076,#8b1d5b,2006673381.123053,9.69281625689239e+19,#8b1d5b,2.577587469373751
223.67638,198.50415,#891e5b,1730543416.124146,9.8125331160455e+19,#891e5b,2.566031188935832
150.19669,196.98505,#ec4a3e,1793808923.9024398,8.811341299700383e+18,#ec4a3e,3.4059279641864753
153.27159,201.58304,#e53940,1609079314.2122664,9.746413883769387e+18,#e53940,3.2856379825927915
153.18999,206.59757,#dd2c45,1429232579.4437304,9.720361902576556e+18,#dd2c45,3.1838780021322792
152.135,211.74208,#d82748,1265593128.5465357,9.389745074057572e+18,#d82748,3.131833845205492
223.40647,196.98505,#8b1d5b,1793808923.9024398,9.72604311906606e+19,#8b1d5b,2.577587469373751
223.57047,211.74208,#871e5b,1265593128.5465357,9.778503990571031e+19,#871e5b,2.554520985765487
152.68024,216.04328,#d5224a,1143251954.0462997,9.559185749312727e+18,#d5224a,3.094521210858053
152.86704,220.95427,#d2204c,1017958924.6402751,9.617936820167483e+18,#d2204c,3.07143034313885
151.81705,230.29257,#cf1e4d,816341492.834805,9.292327618897863e+18,#cf1e4d,3.048504933511402
152.1268,241.10602,#ca1a50,632223970.1991626,9.387219872346272e+18,#ca1a50,2.998680336233436
151.87633,244.27504,#c81951,586598189.8569033,9.310413589986861e+18,#c81951,2.9852294397432493
151.5757,246.81012,#c81951,552481732.8553306,9.219055166720771e+18,#c81951,2.9852294397432493
152.15343,257.9477,#c51852,424609581.1910424,9.395423098256298e+18,#c51852,2.962954091342755
221.84296,216.04326,#871e5b,1143252494.4894495,9.239820734235677e+19,#871e5b,2.554520985765487
223.13108,220.95426,#861e5b,1017959165.2472817,9.638582780528e+19,#861e5b,2.546878120316004
222.41411,230.29256,#891e5b,816341685.7870721,9.414553761078442e+19,#891e5b,2.566031188935832
220.78783,241.106,#891e5b,632224269.06689,8.92550747421947e+19,#891e5b,2.566031188935832
220.89154,244.27503,#8c1d5b,586598328.5065396,8.955921875825392e+19,#8c1d5b,2.585322489772079
219.15384,246.8101,#8b1d5b,552481994.0269529,8.459725377977074e+19,#8b1d5b,2.577587469373751
220.83113,257.9477,#8e1d5b,424609581.1910424,8.938193222414103e+19,#8e1d5b,2.5969714788717795
135.74054,246.8101,#dd2c45,552481994.0269529,5.484159150896782e+18,#dd2c45,3.1838780021322792
136.35953,257.9477,#d72549,424609581.1910424,5.596644720489731e+18,#d72549,3.122463718742479
186.43578,196.98503,#b41658,1793809771.8797748,2.8925320644970627e+19,#b41658,2.836974331044393
185.97084,201.58303,#b21758,1609079694.5377884,2.848754204723974e+19,#b21758,2.8242551231206
186.55135,206.59755,#af1759,1429233255.0769129,2.9035179114482905e+19,#af1759,2.8031746497396575
186.7596,211.74207,#aa185a,1265593427.6849065,2.9234191671389647e+19,#aa185a,2.7697776574701383
207.96921,201.58303,#981b5b,1609079694.5377884,5.861759895011209e+19,#981b5b,2.6599757580335908
207.71273,206.59755,#981b5b,1429233255.0769129,5.812652960869033e+19,#981b5b,2.6599757580335908
207.94023,211.74207,#971c5b,1265593427.6849065,5.856190515229448e+19,#971c5b,2.6480441566036577
133.71002,271.85755,#d2204c,305635704.16684055,5.130795602711605e+18,#d2204c,3.07143034313885
135.86865,275.81364,#d2204c,278352106.50014794,5.507252807696336e+18,#d2204c,3.07143034313885
135.23773,286.4015,#d3214b,216725142.79308942,5.394452556879037e+18,#d3214b,3.0852627199797436
136.46225,295.46263,#cf1e4d,174942805.3902319,5.615533392166412e+18,#cf1e4d,3.048504933511402
135.27829,304.9683,#d11f4c,139739645.58438575,5.401634154627279e+18,#d11f4c,3.0576531188301495
131.32936,316.73493,#d5224a,105811837.49604878,4.745385884898523e+18,#d5224a,3.094521210858053
137.28813,331.9645,#d5224a,73824671.6486735,5.769735572993707e+18,#d5224a,3.094521210858053
137.44757,342.65977,#db2946,57334197.40687078,5.799989109562024e+18,#db2946,3.1601132738955617
94.05376,331.9645,#ec4a3e,73824671.6486735,1.3972367362937152e+18,#ec4a3e,3.4059279641864753
105.82828,316.73493,#e63b40,105811837.49604878,2.0558971596900726e+18,#e63b40,3.3004424648947897
101.188037,323.66813,#e83f3f,89818213.72558393,1.7656304230443517e+18,#e83f3f,3.325255034889082
125.60949,298.51499,#d62449,162765880.3332718,3.9336014637724196e+18,#d62449,3.108464556029377
121.2535,304.9683,#d82748,139739645.58438575,3.4098717015292923e+18,#d82748,3.131833845205492
115.9697,312.5862,#de2e44,116713554.48183718,2.8672714001875866e+18,#de2e44,3.1982167939721484
135.25484,290.6899,#cf1e4d,195834198.52539623,5.39748090701735e+18,#cf1e4d,3.048504933511402
140.31558,286.40147,#cd1c4e,216725296.47001794,6.372103149390175e+18,#cd1c4e,3.021224272849423
133.82857,295.4626,#cf1e4d,174942929.4398582,5.150785831304684e+18,#cf1e4d,3.048504933511402
147.7661,280.1781,#c71951,251068939.17289764,8.13612433491096e+18,#c71951,2.976297938663035
154.65283,271.8575,#bf1654,305636065.37064266,1.0198140877817887e+19,#bf1654,2.914521190461052
151.82654,275.8136,#c21753,278352369.6679022,9.295220597002336e+18,#c21753,2.940838357413416
279.29158,114.61609,#821e5a,12568979685.05218,6.081847122917071e+20,#821e5a,2.5240864505424114
186.206,216.04325,#a8185a,1143252764.7111204,2.8708129747671486e+19,#a8185a,2.757359717151634
186.4144,220.95424,#a6195a,1017959646.461467,2.8905042863662887e+19,#a6195a,2.7449912897159163
185.70099,230.29254,#aa185a,816342071.6917455,2.8236501657994772e+19,#aa185a,2.7697776574701383
185.27472,241.10599,#a4195b,632224418.5008065,2.784444408031644e+19,#a4195b,2.7367785566030522
185.7101,244.27501,#a4195b,586598605.8059111,2.824494046355417e+19,#a4195b,2.7367785566030522
185.03064,246.81009,#a6195a,552482124.612811,2.762240969487353e+19,#a6195a,2.7449912897159163
207.24419,216.04325,#921c5b,1143252764.7111204,5.724003739725731e+19,#921c5b,2.616495387341047
205.25331,220.95424,#931c5b,1017959646.461467,5.362153673164827e+19,#931c5b,2.628284835801397
184.08232,257.9477,#a8185a,424609581.1910424,2.677641768342486e+19,#a8185a,2.757359717151634
206.4808,230.29256,#931c5b,816341685.7870721,5.582454613549142e+19,#931c5b,2.628284835801397
207.43485,241.106,#951c5b,632224269.06689,5.759912882157757e+19,#951c5b,2.640121479394902
205.16573,246.8101,#951c5b,552481994.0269529,5.346771865708087e+19,#951c5b,2.640121479394902
206.9547,257.9477,#981b5b,424609581.1910424,5.6699083818467525e+19,#981b5b,2.6599757580335908
221.94872,202.01132,#901d5b,1592872901.2321882,9.271929626377262e+19,#901d5b,2.6086671008223323
215.32805,211.74207,#971c5b,1265593427.6849065,7.462026669698492e+19,#971c5b,2.6480441566036577
229.56014,196.98503,#871e5b,1793809771.8797748,1.1901370418705377e+20,#871e5b,2.554520985765487
226.2974,201.58303,#8e1d5b,1609079694.5377884,1.0693461541147925e+20,#8e1d5b,2.5969714788717795
151.05893,271.85755,#c41753,305635704.16684055,9.064103959507466e+18,#c41753,2.9496634486869637
151.37955,275.81364,#c21753,278352106.50014794,9.159930978025013e+18,#c21753,2.940838357413416
150.82855,286.4015,#c41753,216725142.79308942,8.995867482538874e+18,#c41753,2.9496634486869637
152.01123,295.46263,#c21753,174942805.3902319,9.351702074984497e+18,#c21753,2.940838357413416
151.09494,304.9683,#c71951,139739645.58438575,9.074816471874257e+18,#c71951,2.976297938663035
149.82032,316.73493,#ca1a50,105811837.49604878,8.703231302287945e+18,#ca1a50,2.998680336233436
170.01572,252.01346,#b41658,488545738.5132437,1.687989538119788e+19,#b41658,2.836974331044393
174.2444,246.8101,#af1759,552481994.0269529,1.939137038063048e+19,#af1759,2.8031746497396575
176.12348,250.25826,#ad1759,509239983.30995756,2.062417244855716e+19,#ad1759,2.790606978320643
180.79514,244.27501,#ab185a,586598605.8059111,2.4039512626982416e+19,#ab185a,2.7780894167931174
184.76071,239.03404,#a6195a,663957062.9504797,2.737892125546082e+19,#a6195a,2.7449912897159163
185.27252,241.10599,#a4195b,632224418.5008065,2.7842434837667873e+19,#a4195b,2.7367785566030522
193.78983,230.29254,#9f1a5b,816342071.6917455,3.6816179493183476e+19,#9f1a5b,2.704172606664561
190.22275,235.35472,#a3195b,724283353.8088524,3.2751006267934257e+19,#a3195b,2.724508563490356
204.36038,216.04325,#951c5b,1143252764.7111204,5.2073793199238955e+19,#951c5b,2.640121479394902
201.37447,220.95424,#9a1b5b,1017959646.461467,4.721544374487925e+19,#9a1b5b,2.6719551236587806
199.13074,226.51108,#9a1b5b,892666348.4849818,4.386534028896152e+19,#9a1b5b,2.6719551236587806
116.21571,331.9645,#e03143,73824671.6486735,2.8905020741017277e+18,#e03143,3.222268068835837
122.222209,323.6681,#dd2c45,89818277.41448976,3.5199587520509896e+18,#dd2c45,3.1838780021322792
135.52539,312.58619,#d2204c,116713582.06850936,5.445592965022768e+18,#d2204c,3.07143034313885
142.46193,304.96827,#cb1b4f,139739744.67191777,6.836883261202216e+18,#cb1b4f,3.012185078911002
147.24222,298.51496,#c51852,162765995.74840203,7.99750935882534e+18,#c51852,2.962954091342755
154.01349,295.46257,#c21753,174943053.48957258,9.986502766586448e+18,#c21753,2.940838357413416
158.42485,290.68989,#bc1656,195834244.8131977,1.1541294052708788e+19,#bc1656,2.8927734567445684
167.91072,280.17808,#b51657,251069057.85932297,1.5753731022006288e+19,#b51657,2.845487739252996
172.4728,275.81358,#b01759,278352501.2518727,1.8296648928134353e+19,#b01759,2.8115866292955167
175.68395,271.85749,#ab185a,305636137.61145467,2.0328966553395737e+19,#ab185a,2.7780894167931174
294.87614,114.61604,#701f57,12568994539.217415,1.0140094329607288e+21,#701f57,2.416772019301729
294.90119,118.55421,#6e1f57,11451830548.130594,1.0148429509647971e+21,#6e1f57,2.405931333857799
257.65599,140.63358,#821e5a,6795609986.633339,2.9910960385882364e+20,#821e5a,2.5240864505424114
257.6282,157.92215,#761f58,4516062221.450261,2.9883707794373856e+20,#761f58,2.4569279142530447
279.02229,140.63358,#6e1f57,6795609986.633339,6.028362873379071e+20,#6e1f57,2.405931333857799
276.91859,157.92215,#6b1f56,4516062221.450261,5.626412650070955e+20,#6b1f56,2.387978623765955
327.21363,103.922718,#591e50,16183346310.730501,2.9288609265185467e+21,#591e50,2.286445840825226
327.68168,114.61604,#561e4f,12568994539.217415,2.9741731989753425e+21,#561e4f,2.265984744495722
328.13975,118.55421,#561e4f,11451830548.130594,3.019197987836002e+21,#561e4f,2.265984744495722
244.7441,192.24069,#7b1f59,2006676701.2375002,1.9583792871232835e+20,#7b1f59,2.486552675770553
248.84125,186.78609,#7a1f59,2282807578.749333,2.2400714751459947e+20,#7a1f59,2.475404538069587
240.44615,198.50409,#7f1e5a,1730545870.3358526,1.7008706430359824e+20,#7f1e5a,2.5052520841348382
251.00069,186.51018,#781f59,2297743485.754267,2.404494088288999e+20,#781f59,2.464300850287136
260.31156,175.51703,#731f58,2979525397.676302,3.2633203456306735e+20,#731f58,2.434941196776266
240.4386,202.01128,#7d1f5a,1592874407.2124717,1.7004494789916567e+20,#7d1f5a,2.4940145120407586
236.20342,211.74202,#821e5a,1265594923.3778238,1.47990006098827e+20,#821e5a,2.5240864505424114
240.14989,206.5975,#7f1e5a,1429234944.1612675,1.68442227995902e+20,#7f1e5a,2.5052520841348382
247.29253,201.58298,#761f58,1609081596.1667397,2.1291189155295884e+20,#761f58,2.4569279142530447
243.7835,206.7423,#7d1f5a,1424351714.2334595,1.8976354573852413e+20,#7d1f5a,2.4940145120407586
250.90154,196.98499,#761f58,1793811467.8356428,2.3966868535226955e+20,#761f58,2.4569279142530447
294.8242,127.39083,#661f54,9293222062.867502,1.0122833531682389e+21,#661f54,2.3595282724312296
292.1845,140.63358,#631f53,6795609986.633339,9.283223717467074e+20,#631f53,2.341916558626986
294.28855,157.92215,#5c1e51,4516062221.450261,9.946530259730888e+20,#5c1e51,2.303640402958185
294.13883,157.92215,#601f52,4516062221.450261,9.89780296659889e+20,#601f52,2.3209590623040324
308.38887,140.63358,#5b1e51,6795609986.633339,1.5795547450809503e+21,#5b1e51,2.2933071812951775
321.6686,127.39082,#541e4e,9293224259.433878,2.4417894814323573e+21,#541e4e,2.2592051499614563
243.13483,202.01128,#7d1f5a,1592874407.2124717,1.857685955147911e+20,#7d1f5a,2.4940145120407586
236.30083,211.74202,#811e5a,1265594923.3778238,1.484636116216092e+20,#811e5a,2.5165346421087142
240.13277,206.5975,#7d1f5a,1429234944.1612675,1.6834766534705064e+20,#7d1f5a,2.4940145120407586
240.99724,206.7423,#7d1f5a,1424351714.2334595,1.731895641657912e+20,#7d1f5a,2.4940145120407586
249.4265,196.98499,#781f59,1793811467.8356428,2.283489025687542e+20,#781f59,2.464300850287136
247.57817,201.58298,#781f59,1609081596.1667397,2.1491609529263214e+20,#781f59,2.464300850287136
134.50504,331.96449,#d62449,73824689.09803498,5.266353412114683e+18,#d62449,3.108464556029377
142.4304,323.66807,#cf1e4d,89818341.10344076,6.829816109677549e+18,#cf1e4d,3.048504933511402
148.39037,316.73487,#ca1a50,105811987.55564725,8.30444246834392e+18,#ca1a50,2.998680336233436
156.39762,312.58616,#c41753,116713664.82856458,1.0798813418939523e+19,#c41753,2.9496634486869637
163.72089,304.96824,#bd1655,139739843.75952017,1.373087155042666e+19,#bd1655,2.905801241228892
173.7984,295.46257,#b71657,174943053.48957258,1.910975435841109e+19,#b71657,2.8583089852635135
180.70517,286.40144,#ad1759,216725450.14705557,2.3968674097387737e+19,#ad1759,2.790606978320643
178.68886,290.68989,#b01759,195834244.8131977,2.2434743064857084e+19,#b01759,2.8115866292955167
194.3035,271.85749,#9f1a5b,305636137.61145467,3.7441746119222125e+19,#9f1a5b,2.704172606664561
192.90506,275.81358,#a11a5b,278352501.2518727,3.576308031721697e+19,#a11a5b,2.7122874933645
188.52445,257.94767,#a4195b,424609882.2760728,3.0976466847590593e+19,#a4195b,2.7367785566030522
197.21073,246.81008,#9c1b5b,552482255.198699,4.118797244204996e+19,#9c1b5b,2.6799733296868915
193.5229,252.01343,#9f1a5b,488546084.93455666,3.649524006775557e+19,#9f1a5b,2.704172606664561
196.95246,250.25824,#9c1b5b,509240224.040148,4.084052194668984e+19,#9c1b5b,2.6799733296868915
201.41306,244.275,#971c5b,586598744.4556456,4.727524641447526e+19,#971c5b,2.6480441566036577
205.91228,239.03403,#931c5b,663957219.884829,5.479317564410615e+19,#931c5b,2.628284835801397
210.12377,235.35472,#921c5b,724283353.8088524,6.291009573232504e+19,#921c5b,2.616495387341047
214.98748,230.29254,#8e1d5b,816342071.6917455,7.379132017930528e+19,#8e1d5b,2.5969714788717795
207.19589,241.10599,#931c5b,632224418.5008065,5.714942452713038e+19,#931c5b,2.628284835801397
218.74094,226.51108,#8b1d5b,892666348.4849818,8.345923257729427e+19,#8b1d5b,2.577587469373751
227.77971,216.04325,#811e5a,1143252764.7111204,1.1226237865507304e+20,#811e5a,2.5165346421087142
224.24185,220.95424,#871e5b,1017959646.461467,9.996234063370271e+19,#871e5b,2.554520985765487
326.65806,127.39086,#511e4d,9293215473.171484,2.8759709657566266e+21,#511e4d,2.2389878269109396
326.6741,140.6336,#4b1d4a,6795606774.183874,2.877484491941246e+21,#4b1d4a,2.205693537488266
327.8298,157.92218,#4b1d4a,4516059019.172614,2.988658322978785e+21,#4b1d4a,2.205693537488266
184.55908,271.8575,#a6195a,305636065.37064266,2.7198443799154516e+19,#a6195a,2.7449912897159163
182.37354,275.8136,#aa185a,278352369.6679022,2.5316893586310726e+19,#aa185a,2.7697776574701383
182.45259,286.40147,#ab185a,216725296.47001794,2.538262338199592e+19,#ab185a,2.7780894167931174
185.50707,295.4626,#af1759,174942929.4398582,2.805746588064054e+19,#af1759,2.8031746497396575
204.59015,275.8136,#9e1a5b,278352369.6679022,5.246773944042734e+19,#9e1a5b,2.6920487981162733
184.06803,304.96827,#b41658,139739744.67191777,2.676386982096937e+19,#b41658,2.836974331044393
260.08985,198.50412,#711f57,1730544643.2295663,3.239674567410148e+20,#711f57,2.4276561018218445
270.02146,186.78612,#691f55,2282805960.0418572,4.4872472452756085e+20,#691f55,2.377267094130422
278.45256,175.51706,#661f54,2979523284.9358,5.916752737513713e+20,#661f54,2.3595282724312296
276.70948,175.51706,#661f54,2979523284.9358,5.5879530606300804e+20,#661f54,2.3595282724312296
278.21144,192.24073,#611f53,2006674804.0285718,5.870141868383024e+20,#611f53,2.331416878272676
266.01664,192.24073,#6d1f56,2006674804.0285718,3.9348682727986515e+20,#6d1f56,2.398733033445379
271.5781,186.51021,#681f55,2297741856.4559455,4.722313114872389e+20,#681f55,2.370154554190775
277.84715,180.65758,#641f54,2638632711.942659,5.8004165431512754e+20,#641f54,2.3489443598431987
257.06455,175.51706,#731f58,2979523284.9358,2.933628569501239e+20,#731f58,2.434941196776266
255.1046,186.78612,#701f57,2282805960.0418572,2.7509650979219702e+20,#701f57,2.416772019301729
257.02867,192.24073,#6d1f56,2006674804.0285718,2.930178015323031e+20,#6d1f56,2.398733033445379
315.37815,157.92218,#531e4d,4516059019.172614,1.986547558937826e+21,#531e4d,2.249076295522973
330.11119,140.6336,#4b1d4a,6795606774.183874,3.2208857329498026e+21,#4b1d4a,2.205693537488266
256.44734,211.74205,#731f58,1265594025.961862,2.8748341433077957e+20,#731f58,2.434941196776266
261.26747,206.59754,#701f57,1429233592.893623,3.3672620739824805e+20,#701f57,2.416772019301729
271.54643,196.98502,#691f55,1793810195.868591,4.7174100898016526e+20,#691f55,2.377267094130422
268.7251,201.58301,#6b1f56,1609080455.189099,4.300440885858786e+20,#6b1f56,2.387978623765955
265.01487,206.74233,#6e1f57,1424350704.2452376,3.807673479568956e+20,#6e1f57,2.405931333857799
343.70915,127.390857,#461c48,9293216132.140877,5.031322209115321e+21,#461c48,2.1794149286876103
208.23824,257.94767,#951c5b,424609882.2760728,5.913715592063703e+19,#951c5b,2.640121479394902
213.47687,252.01343,#921c5b,488546084.93455666,7.022410462811826e+19,#921c5b,2.616495387341047
218.40235,246.81008,#8c1d5b,552482255.198699,8.253745547381542e+19,#8c1d5b,2.585322489772079
220.27017,244.275,#8b1d5b,586598744.4556456,8.77523395351445e+19,#8b1d5b,2.577587469373751
233.6505,230.29253,#7f1e5a,816342264.6441513,1.3610225335222993e+20,#7f1e5a,2.5052520841348382
226.96578,241.10597,#861e5b,632224717.3687463,1.093048859167327e+20,#861e5b,2.546878120316004
231.49074,235.3547,#821e5a,724283696.1953005,1.2679406318186529e+20,#821e5a,2.5240864505424114
241.35411,226.51107,#7b1f59,892666559.47756,1.7522877872156135e+20,#7b1f59,2.486552675770553
245.37519,220.95423,#761f58,1017959887.0686458,1.9993409626954485e+20,#761f58,2.4569279142530447
248.94452,216.04323,#751f58,1143253305.1546533,2.2476722635254736e+20,#751f58,2.445912595343321
157.38431,331.96449,#cf1e4d,73824689.09803498,1.1154027672114962e+19,#cf1e4d,3.048504933511402
181.70925,304.96824,#b41658,139739843.75952017,2.4771221111336997e+19,#b41658,2.836974331044393
189.51416,298.51493,#ad1759,162766111.163614,3.1998570841849094e+19,#ad1759,2.790606978320643
199.52185,290.68986,#a6195a,195834383.67666712,4.443170470998594e+19,#a6195a,2.7449912897159163
196.76773,295.46253,#aa185a,174943218.88932863,4.0593804172664095e+19,#aa185a,2.7697776574701383
203.8023,286.4014,#9f1a5b,216725655.04994163,5.112922448312967e+19,#9f1a5b,2.704172606664561
212.62862,275.81355,#981b5b,278352698.62794495,6.829716046060349e+19,#981b5b,2.6599757580335908
211.00399,280.17805,#9c1b5b,251069235.8890672,6.475291600084255e+19,#9c1b5b,2.6799733296868915
217.57093,271.85746,#951c5b,305636354.3339921,8.031695986077824e+19,#951c5b,2.640121479394902
255.43395,196.98496,#711f57,1793812739.8036008,2.7808448870158008e+20,#711f57,2.4276561018218445
256.23185,206.59748,#6e1f57,1429235619.7955678,2.854585646565311e+20,#6e1f57,2.405931333857799
293.359,175.517,#5c1e51,2979527510.4183035,9.6478358057193e+20,#5c1e51,2.303640402958185
293.73844,180.65752,#591e50,2638636453.9830055,9.768663158113579e+20,#591e50,2.286445840825226
293.61506,186.78606,#5b1e51,2282809197.457954,9.72920941335928e+20,#5b1e51,2.2933071812951775
293.79228,192.24066,#5c1e51,2006678124.1453764,9.785929906110134e+20,#5c1e51,2.303640402958185
293.9777,198.50406,#5c1e51,1730547097.4430106,9.845628878076405e+20,#5c1e51,2.303640402958185
278.04237,196.98496,#641f54,1793812739.8036008,5.837678146679801e+20,#641f54,2.3489443598431987
277.65928,206.59748,#661f54,1429235619.7955678,5.764782426318483e+20,#661f54,2.3595282724312296
281.6563,198.50406,#641f54,1730547097.4430106,6.572364015198353e+20,#641f54,2.3489443598431987
290.585,186.78606,#5e1f52,2282809197.457954,8.808733756083985e+20,#5e1f52,2.314014990235024
302.29685,175.517,#581e4f,2979527510.4183035,1.2934573783822256e+21,#581e4f,2.2761948562682948
276.40467,211.74199,#681f55,1265595820.7944248,5.532362693545165e+20,#681f55,2.370154554190775
285.30793,202.01125,#611f53,1592875536.6986184,7.408667745290474e+20,#611f53,2.331416878272676
289.688,201.58295,#601f52,1609082737.1451895,8.55333463008578e+20,#601f52,2.3209590623040324
293.17399,196.98496,#5c1e51,1793812739.8036008,9.589465114187178e+20,#5c1e51,2.303640402958185
276.07579,216.04319,#681f55,1143254386.0424843,5.4730026044124063e+20,#681f55,2.370154554190775
276.21003,230.29248,#6d1f56,816343229.4068599,5.497154483066788e+20,#6d1f56,2.398733033445379
275.92375,241.10593,#751f58,632225315.1050493,5.445776352120002e+20,#751f58,2.445912595343321
255.50287,216.04319,#731f58,1143254386.0424843,2.7871384972606695e+20,#731f58,2.434941196776266
255.7429,230.29248,#731f58,816343229.4068599,2.809168861116504e+20,#731f58,2.434941196776266
254.57913,244.27495,#781f59,586599437.7048118,2.7039559398486625e+20,#781f59,2.464300850287136
256.05204,257.9476,#811e5a,424610584.80864125,2.8377990114178227e+20,#811e5a,2.5165346421087142
327.3824,175.517,#4c1d4b,2979527510.4183035,2.945119538586171e+21,#4c1d4b,2.21231255030845
327.49278,180.65752,#4b1d4a,2638636453.9830055,2.9558018830090366e+21,#4b1d4a,2.205693537488266
292.9778,196.98496,#5c1e51,1793812739.8036008,9.527952889499e+20,#5c1e51,2.303640402958185
293.75688,201.58295,#5e1f52,1609082737.1451895,9.774573522063334e+20,#5e1f52,2.314014990235024
293.32536,206.59748,#611f53,1429235619.7955678,9.637196013851186e+20,#611f53,2.331416878272676
293.64765,211.74199,#611f53,1265595820.7944248,9.739615342991392e+20,#611f53,2.331416878272676
234.10686,252.01338,#871e5b,488546662.30395746,1.3815490029252502e+20,#871e5b,2.554520985765487
242.68024,244.27495,#7f1e5a,586599437.7048118,1.830191498447706e+20,#7f1e5a,2.5052520841348382
248.18209,239.03398,#7a1f59,663958004.5571333,2.1921585104468522e+20,#7a1f59,2.475404538069587
267.14646,216.04319,#6b1f56,1143254386.0424843,4.0834270915706035e+20,#6b1f56,2.387978623765955
257.26564,230.29248,#751f58,816343229.4068599,2.953042590959414e+20,#751f58,2.445912595343321
306.79615,192.24066,#561e4f,2006678124.1453764,1.4991529113588075e+21,#561e4f,2.265984744495722
302.37174,198.50406,#591e50,1730547097.4430106,1.296638617414313e+21,#591e50,2.286445840825226
312.2876,186.78606,#531e4d,2282809197.457954,1.7950361606125186e+21,#531e4d,2.249076295522973
319.9523,180.65752,#4e1d4b,2638636453.9830055,2.3081234654682127e+21,#4e1d4b,2.2222808250152344
323.82795,175.517,#4c1d4b,2979527510.4183035,2.621010581856978e+21,#4c1d4b,2.21231255030845
372.54603,140.63355,#34193d,6795614805.310381,1.2956022673438285e+22,#34193d,2.0773942450664395
